V4_0,Time_codelist,Time,Geography_codelist,Geography,DATAMARKING_codelist,DATAMARKING,Indicators_codelist,Indicators,Measure_codelist,Measure
,,2011/12,E09000027,,,x,,0-4,,Worthwhile
11.53,,2011/12,E09000027,,,,, 5-6 ,,Worthwhile
52.49,,2011/12,E09000027,,,,,7-8  ,,Worthwhile
31.12,,2011/12,E09000027,,,,,9-10 ,,Worthwhile
,,2012/13*,E09000027,,,x,,0-4,,Worthwhile
15.17,,2012/13*,E09000027,,,,, 5-6 ,,Worthwhile
52.16,,2012/13*,E09000027,,,,,7-8  ,,Worthwhile
28.89,,2012/13*,E09000027,,,,,9-10 ,,Worthwhile
,,2013/14*,E09000027,,,x,,0-4,,Worthwhile
13.51,,2013/14*,E09000027,,,,, 5-6 ,,Worthwhile
56.35,,2013/14*,E09000027,,,,,7-8  ,,Worthwhile
28.35,,2013/14*,E09000027,,,,,9-10 ,,Worthwhile
,,2014/15*,E09000027,,,x,,0-4,,Worthwhile
11.94,,2014/15*,E09000027,,,,, 5-6 ,,Worthwhile
50.56,,2014/15*,E09000027,,,,,7-8  ,,Worthwhile
33.39,,2014/15*,E09000027,,,,,9-10 ,,Worthwhile
,,2015/16*,E09000027,,,x,,0-4,,Worthwhile
7.78,,2015/16*,E09000027,,,,, 5-6 ,,Worthwhile
55.68,,2015/16*,E09000027,,,,,7-8  ,,Worthwhile
33.8,,2015/16*,E09000027,,,,,9-10 ,,Worthwhile
,,2016/17*,E09000027,,,x,,0-4,,Worthwhile
11.29,,2016/17*,E09000027,,,,, 5-6 ,,Worthwhile
53.0,,2016/17*,E09000027,,,,,7-8  ,,Worthwhile
32.86,,2016/17*,E09000027,,,,,9-10 ,,Worthwhile
,,2011/12,E09000029,,,x,,0-4,,Worthwhile
16.54,,2011/12,E09000029,,,,, 5-6 ,,Worthwhile
45.88,,2011/12,E09000029,,,,,7-8  ,,Worthwhile
34.32,,2011/12,E09000029,,,,,9-10 ,,Worthwhile
,,2012/13*,E09000029,,,x,,0-4,,Worthwhile
14.9,,2012/13*,E09000029,,,,, 5-6 ,,Worthwhile
45.48,,2012/13*,E09000029,,,,,7-8  ,,Worthwhile
32.63,,2012/13*,E09000029,,,,,9-10 ,,Worthwhile
,,2013/14*,E09000029,,,x,,0-4,,Worthwhile
15.8,,2013/14*,E09000029,,,,, 5-6 ,,Worthwhile
53.14,,2013/14*,E09000029,,,,,7-8  ,,Worthwhile
27.64,,2013/14*,E09000029,,,,,9-10 ,,Worthwhile
,,2014/15*,E09000029,,,x,,0-4,,Worthwhile
11.13,,2014/15*,E09000029,,,,, 5-6 ,,Worthwhile
48.54,,2014/15*,E09000029,,,,,7-8  ,,Worthwhile
36.64,,2014/15*,E09000029,,,,,9-10 ,,Worthwhile
,,2015/16*,E09000029,,,x,,0-4,,Worthwhile
14.22,,2015/16*,E09000029,,,,, 5-6 ,,Worthwhile
48.58,,2015/16*,E09000029,,,,,7-8  ,,Worthwhile
33.25,,2015/16*,E09000029,,,,,9-10 ,,Worthwhile
,,2016/17*,E09000029,,,x,,0-4,,Worthwhile
13.74,,2016/17*,E09000029,,,,, 5-6 ,,Worthwhile
46.37,,2016/17*,E09000029,,,,,7-8  ,,Worthwhile
37.65,,2016/17*,E09000029,,,,,9-10 ,,Worthwhile
6.41,,2011/12,E09000031,,,,,0-4,,Worthwhile
19.69,,2011/12,E09000031,,,,, 5-6 ,,Worthwhile
49.97,,2011/12,E09000031,,,,,7-8  ,,Worthwhile
23.94,,2011/12,E09000031,,,,,9-10 ,,Worthwhile
,,2012/13*,E09000031,,,x,,0-4,,Worthwhile
19.14,,2012/13*,E09000031,,,,, 5-6 ,,Worthwhile
48.46,,2012/13*,E09000031,,,,,7-8  ,,Worthwhile
30.55,,2012/13*,E09000031,,,,,9-10 ,,Worthwhile
,,2013/14*,E09000031,,,x,,0-4,,Worthwhile
16.64,,2013/14*,E09000031,,,,, 5-6 ,,Worthwhile
47.22,,2013/14*,E09000031,,,,,7-8  ,,Worthwhile
30.72,,2013/14*,E09000031,,,,,9-10 ,,Worthwhile
,,2014/15*,E09000031,,,x,,0-4,,Worthwhile
10.75,,2014/15*,E09000031,,,,, 5-6 ,,Worthwhile
50.75,,2014/15*,E09000031,,,,,7-8  ,,Worthwhile
34.46,,2014/15*,E09000031,,,,,9-10 ,,Worthwhile
,,2015/16*,E09000031,,,x,,0-4,,Worthwhile
15.8,,2015/16*,E09000031,,,,, 5-6 ,,Worthwhile
48.91,,2015/16*,E09000031,,,,,7-8  ,,Worthwhile
32.14,,2015/16*,E09000031,,,,,9-10 ,,Worthwhile
,,2016/17*,E09000031,,,x,,0-4,,Worthwhile
13.94,,2016/17*,E09000031,,,,, 5-6 ,,Worthwhile
46.23,,2016/17*,E09000031,,,,,7-8  ,,Worthwhile
38.05,,2016/17*,E09000031,,,,,9-10 ,,Worthwhile
4.08,,2011/12,E12000008,,,,,0-4,,Worthwhile
13.52,,2011/12,E12000008,,,,, 5-6 ,,Worthwhile
50.33,,2011/12,E12000008,,,,,7-8  ,,Worthwhile
32.07,,2011/12,E12000008,,,,,9-10 ,,Worthwhile
3.69,,2012/13*,E12000008,,,,,0-4,,Worthwhile
13.27,,2012/13*,E12000008,,,,, 5-6 ,,Worthwhile
50.77,,2012/13*,E12000008,,,,,7-8  ,,Worthwhile
32.28,,2012/13*,E12000008,,,,,9-10 ,,Worthwhile
3.36,,2013/14*,E12000008,,,,,0-4,,Worthwhile
12.9,,2013/14*,E12000008,,,,, 5-6 ,,Worthwhile
51.14,,2013/14*,E12000008,,,,,7-8  ,,Worthwhile
32.61,,2013/14*,E12000008,,,,,9-10 ,,Worthwhile
3.15,,2014/15*,E12000008,,,,,0-4,,Worthwhile
11.7,,2014/15*,E12000008,,,,, 5-6 ,,Worthwhile
49.85,,2014/15*,E12000008,,,,,7-8  ,,Worthwhile
35.3,,2014/15*,E12000008,,,,,9-10 ,,Worthwhile
3.28,,2015/16*,E12000008,,,,,0-4,,Worthwhile
11.89,,2015/16*,E12000008,,,,, 5-6 ,,Worthwhile
49.78,,2015/16*,E12000008,,,,,7-8  ,,Worthwhile
35.05,,2015/16*,E12000008,,,,,9-10 ,,Worthwhile
3.1,,2016/17*,E12000008,,,,,0-4,,Worthwhile
11.02,,2016/17*,E12000008,,,,, 5-6 ,,Worthwhile
50.47,,2016/17*,E12000008,,,,,7-8  ,,Worthwhile
35.4,,2016/17*,E12000008,,,,,9-10 ,,Worthwhile
4.16,,2011/12,E06000036,,,,,0-4,,Worthwhile
15.51,,2011/12,E06000036,,,,, 5-6 ,,Worthwhile
50.58,,2011/12,E06000036,,,,,7-8  ,,Worthwhile
29.76,,2011/12,E06000036,,,,,9-10 ,,Worthwhile
3.02,,2012/13*,E06000036,,,,,0-4,,Worthwhile
14.33,,2012/13*,E06000036,,,,, 5-6 ,,Worthwhile
56.7,,2012/13*,E06000036,,,,,7-8  ,,Worthwhile
25.95,,2012/13*,E06000036,,,,,9-10 ,,Worthwhile
4.11,,2013/14*,E06000036,,,,,0-4,,Worthwhile
15.42,,2013/14*,E06000036,,,,, 5-6 ,,Worthwhile
50.11,,2013/14*,E06000036,,,,,7-8  ,,Worthwhile
30.35,,2013/14*,E06000036,,,,,9-10 ,,Worthwhile
3.59,,2014/15*,E06000036,,,,,0-4,,Worthwhile
14.34,,2014/15*,E06000036,,,,, 5-6 ,,Worthwhile
51.61,,2014/15*,E06000036,,,,,7-8  ,,Worthwhile
30.45,,2014/15*,E06000036,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000036,,,x,,0-4,,Worthwhile
10.43,,2015/16*,E06000036,,,,, 5-6 ,,Worthwhile
53.61,,2015/16*,E06000036,,,,,7-8  ,,Worthwhile
32.94,,2015/16*,E06000036,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000036,,,x,,0-4,,Worthwhile
9.78,,2016/17*,E06000036,,,,, 5-6 ,,Worthwhile
53.47,,2016/17*,E06000036,,,,,7-8  ,,Worthwhile
33.89,,2016/17*,E06000036,,,,,9-10 ,,Worthwhile
,,2011/12,E06000043,,,x,,0-4,,Worthwhile
15.13,,2011/12,E06000043,,,,, 5-6 ,,Worthwhile
53.37,,2011/12,E06000043,,,,,7-8  ,,Worthwhile
28.49,,2011/12,E06000043,,,,,9-10 ,,Worthwhile
5.64,,2012/13*,E06000043,,,,,0-4,,Worthwhile
15.01,,2012/13*,E06000043,,,,, 5-6 ,,Worthwhile
48.5,,2012/13*,E06000043,,,,,7-8  ,,Worthwhile
30.85,,2012/13*,E06000043,,,,,9-10 ,,Worthwhile
,,2013/14*,E06000043,,,x,,0-4,,Worthwhile
13.71,,2013/14*,E06000043,,,,, 5-6 ,,Worthwhile
52.67,,2013/14*,E06000043,,,,,7-8  ,,Worthwhile
29.07,,2013/14*,E06000043,,,,,9-10 ,,Worthwhile
,,2014/15*,E06000043,,,x,,0-4,,Worthwhile
15.3,,2014/15*,E06000043,,,,, 5-6 ,,Worthwhile
46.82,,2014/15*,E06000043,,,,,7-8  ,,Worthwhile
33.97,,2014/15*,E06000043,,,,,9-10 ,,Worthwhile
4.57,,2015/16*,E06000043,,,,,0-4,,Worthwhile
16.48,,2015/16*,E06000043,,,,, 5-6 ,,Worthwhile
49.18,,2015/16*,E06000043,,,,,7-8  ,,Worthwhile
29.77,,2015/16*,E06000043,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000043,,,x,,0-4,,Worthwhile
12.81,,2016/17*,E06000043,,,,, 5-6 ,,Worthwhile
52.95,,2016/17*,E06000043,,,,,7-8  ,,Worthwhile
31.1,,2016/17*,E06000043,,,,,9-10 ,,Worthwhile
4.11,,2011/12,E06000046,,,,,0-4,,Worthwhile
14.05,,2011/12,E06000046,,,,, 5-6 ,,Worthwhile
43.82,,2011/12,E06000046,,,,,7-8  ,,Worthwhile
38.02,,2011/12,E06000046,,,,,9-10 ,,Worthwhile
4.87,,2012/13*,E06000046,,,,,0-4,,Worthwhile
13.99,,2012/13*,E06000046,,,,, 5-6 ,,Worthwhile
46.72,,2012/13*,E06000046,,,,,7-8  ,,Worthwhile
34.42,,2012/13*,E06000046,,,,,9-10 ,,Worthwhile
3.63,,2013/14*,E06000046,,,,,0-4,,Worthwhile
11.4,,2013/14*,E06000046,,,,, 5-6 ,,Worthwhile
46.28,,2013/14*,E06000046,,,,,7-8  ,,Worthwhile
38.7,,2013/14*,E06000046,,,,,9-10 ,,Worthwhile
3.71,,2014/15*,E06000046,,,,,0-4,,Worthwhile
11.05,,2014/15*,E06000046,,,,, 5-6 ,,Worthwhile
44.43,,2014/15*,E06000046,,,,,7-8  ,,Worthwhile
40.8,,2014/15*,E06000046,,,,,9-10 ,,Worthwhile
3.5,,2015/16*,E06000046,,,,,0-4,,Worthwhile
12.63,,2015/16*,E06000046,,,,, 5-6 ,,Worthwhile
46.37,,2015/16*,E06000046,,,,,7-8  ,,Worthwhile
37.51,,2015/16*,E06000046,,,,,9-10 ,,Worthwhile
3.55,,2016/17*,E06000046,,,,,0-4,,Worthwhile
11.28,,2016/17*,E06000046,,,,, 5-6 ,,Worthwhile
45.38,,2016/17*,E06000046,,,,,7-8  ,,Worthwhile
39.8,,2016/17*,E06000046,,,,,9-10 ,,Worthwhile
5.38,,2011/12,E06000035,,,,,0-4,,Worthwhile
15.94,,2011/12,E06000035,,,,, 5-6 ,,Worthwhile
43.1,,2011/12,E06000035,,,,,7-8  ,,Worthwhile
35.58,,2011/12,E06000035,,,,,9-10 ,,Worthwhile
6.04,,2012/13*,E06000035,,,,,0-4,,Worthwhile
15.03,,2012/13*,E06000035,,,,, 5-6 ,,Worthwhile
48.02,,2012/13*,E06000035,,,,,7-8  ,,Worthwhile
30.91,,2012/13*,E06000035,,,,,9-10 ,,Worthwhile
2.92,,2013/14*,E06000035,,,,,0-4,,Worthwhile
14.71,,2013/14*,E06000035,,,,, 5-6 ,,Worthwhile
48.44,,2013/14*,E06000035,,,,,7-8  ,,Worthwhile
33.93,,2013/14*,E06000035,,,,,9-10 ,,Worthwhile
4.34,,2014/15*,E06000035,,,,,0-4,,Worthwhile
14.13,,2014/15*,E06000035,,,,, 5-6 ,,Worthwhile
47.89,,2014/15*,E06000035,,,,,7-8  ,,Worthwhile
33.63,,2014/15*,E06000035,,,,,9-10 ,,Worthwhile
5.12,,2015/16*,E06000035,,,,,0-4,,Worthwhile
14.11,,2015/16*,E06000035,,,,, 5-6 ,,Worthwhile
49.28,,2015/16*,E06000035,,,,,7-8  ,,Worthwhile
31.49,,2015/16*,E06000035,,,,,9-10 ,,Worthwhile
3.93,,2016/17*,E06000035,,,,,0-4,,Worthwhile
11.84,,2016/17*,E06000035,,,,, 5-6 ,,Worthwhile
52.45,,2016/17*,E06000035,,,,,7-8  ,,Worthwhile
31.78,,2016/17*,E06000035,,,,,9-10 ,,Worthwhile
3.86,,2011/12,E06000042,,,,,0-4,,Worthwhile
17.37,,2011/12,E06000042,,,,, 5-6 ,,Worthwhile
47.18,,2011/12,E06000042,,,,,7-8  ,,Worthwhile
31.59,,2011/12,E06000042,,,,,9-10 ,,Worthwhile
,,2012/13*,E06000042,,,x,,0-4,,Worthwhile
16.49,,2012/13*,E06000042,,,,, 5-6 ,,Worthwhile
50.65,,2012/13*,E06000042,,,,,7-8  ,,Worthwhile
28.21,,2012/13*,E06000042,,,,,9-10 ,,Worthwhile
5.01,,2013/14*,E06000042,,,,,0-4,,Worthwhile
13.31,,2013/14*,E06000042,,,,, 5-6 ,,Worthwhile
51.26,,2013/14*,E06000042,,,,,7-8  ,,Worthwhile
30.43,,2013/14*,E06000042,,,,,9-10 ,,Worthwhile
5.31,,2014/15*,E06000042,,,,,0-4,,Worthwhile
13.0,,2014/15*,E06000042,,,,, 5-6 ,,Worthwhile
50.28,,2014/15*,E06000042,,,,,7-8  ,,Worthwhile
31.41,,2014/15*,E06000042,,,,,9-10 ,,Worthwhile
3.39,,2015/16*,E06000042,,,,,0-4,,Worthwhile
14.03,,2015/16*,E06000042,,,,, 5-6 ,,Worthwhile
51.78,,2015/16*,E06000042,,,,,7-8  ,,Worthwhile
30.8,,2015/16*,E06000042,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000042,,,x,,0-4,,Worthwhile
12.76,,2016/17*,E06000042,,,,, 5-6 ,,Worthwhile
50.18,,2016/17*,E06000042,,,,,7-8  ,,Worthwhile
34.27,,2016/17*,E06000042,,,,,9-10 ,,Worthwhile
5.16,,2011/12,E06000044,,,,,0-4,,Worthwhile
18.82,,2011/12,E06000044,,,,, 5-6 ,,Worthwhile
48.13,,2011/12,E06000044,,,,,7-8  ,,Worthwhile
27.89,,2011/12,E06000044,,,,,9-10 ,,Worthwhile
5.62,,2012/13*,E06000044,,,,,0-4,,Worthwhile
14.86,,2012/13*,E06000044,,,,, 5-6 ,,Worthwhile
51.85,,2012/13*,E06000044,,,,,7-8  ,,Worthwhile
27.67,,2012/13*,E06000044,,,,,9-10 ,,Worthwhile
3.71,,2013/14*,E06000044,,,,,0-4,,Worthwhile
16.16,,2013/14*,E06000044,,,,, 5-6 ,,Worthwhile
52.3,,2013/14*,E06000044,,,,,7-8  ,,Worthwhile
27.83,,2013/14*,E06000044,,,,,9-10 ,,Worthwhile
3.76,,2014/15*,E06000044,,,,,0-4,,Worthwhile
13.69,,2014/15*,E06000044,,,,, 5-6 ,,Worthwhile
49.31,,2014/15*,E06000044,,,,,7-8  ,,Worthwhile
33.24,,2014/15*,E06000044,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000044,,,x,,0-4,,Worthwhile
13.09,,2015/16*,E06000044,,,,, 5-6 ,,Worthwhile
50.83,,2015/16*,E06000044,,,,,7-8  ,,Worthwhile
33.21,,2015/16*,E06000044,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000044,,,x,,0-4,,Worthwhile
12.83,,2016/17*,E06000044,,,,, 5-6 ,,Worthwhile
50.21,,2016/17*,E06000044,,,,,7-8  ,,Worthwhile
32.97,,2016/17*,E06000044,,,,,9-10 ,,Worthwhile
4.33,,2011/12,E06000038,,,,,0-4,,Worthwhile
18.02,,2011/12,E06000038,,,,, 5-6 ,,Worthwhile
50.36,,2011/12,E06000038,,,,,7-8  ,,Worthwhile
27.3,,2011/12,E06000038,,,,,9-10 ,,Worthwhile
4.13,,2012/13*,E06000038,,,,,0-4,,Worthwhile
16.69,,2012/13*,E06000038,,,,, 5-6 ,,Worthwhile
53.48,,2012/13*,E06000038,,,,,7-8  ,,Worthwhile
25.71,,2012/13*,E06000038,,,,,9-10 ,,Worthwhile
,,2013/14*,E06000038,,,x,,0-4,,Worthwhile
13.49,,2013/14*,E06000038,,,,, 5-6 ,,Worthwhile
56.98,,2013/14*,E06000038,,,,,7-8  ,,Worthwhile
28.16,,2013/14*,E06000038,,,,,9-10 ,,Worthwhile
,,2014/15*,E06000038,,,x,,0-4,,Worthwhile
12.78,,2014/15*,E06000038,,,,, 5-6 ,,Worthwhile
54.27,,2014/15*,E06000038,,,,,7-8  ,,Worthwhile
30.58,,2014/15*,E06000038,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000038,,,x,,0-4,,Worthwhile
13.9,,2015/16*,E06000038,,,,, 5-6 ,,Worthwhile
54.84,,2015/16*,E06000038,,,,,7-8  ,,Worthwhile
29.02,,2015/16*,E06000038,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000038,,,x,,0-4,,Worthwhile
13.64,,2016/17*,E06000038,,,,, 5-6 ,,Worthwhile
49.72,,2016/17*,E06000038,,,,,7-8  ,,Worthwhile
34.21,,2016/17*,E06000038,,,,,9-10 ,,Worthwhile
6.29,,2011/12,E06000039,,,,,0-4,,Worthwhile
18.19,,2011/12,E06000039,,,,, 5-6 ,,Worthwhile
49.16,,2011/12,E06000039,,,,,7-8  ,,Worthwhile
26.36,,2011/12,E06000039,,,,,9-10 ,,Worthwhile
3.63,,2012/13*,E06000039,,,,,0-4,,Worthwhile
17.34,,2012/13*,E06000039,,,,, 5-6 ,,Worthwhile
47.64,,2012/13*,E06000039,,,,,7-8  ,,Worthwhile
31.39,,2012/13*,E06000039,,,,,9-10 ,,Worthwhile
4.79,,2013/14*,E06000039,,,,,0-4,,Worthwhile
18.6,,2013/14*,E06000039,,,,, 5-6 ,,Worthwhile
45.35,,2013/14*,E06000039,,,,,7-8  ,,Worthwhile
31.25,,2013/14*,E06000039,,,,,9-10 ,,Worthwhile
5.16,,2014/15*,E06000039,,,,,0-4,,Worthwhile
15.98,,2014/15*,E06000039,,,,, 5-6 ,,Worthwhile
47.8,,2014/15*,E06000039,,,,,7-8  ,,Worthwhile
31.05,,2014/15*,E06000039,,,,,9-10 ,,Worthwhile
4.94,,2015/16*,E06000039,,,,,0-4,,Worthwhile
14.54,,2015/16*,E06000039,,,,, 5-6 ,,Worthwhile
49.78,,2015/16*,E06000039,,,,,7-8  ,,Worthwhile
30.74,,2015/16*,E06000039,,,,,9-10 ,,Worthwhile
4.07,,2016/17*,E06000039,,,,,0-4,,Worthwhile
13.86,,2016/17*,E06000039,,,,, 5-6 ,,Worthwhile
44.64,,2016/17*,E06000039,,,,,7-8  ,,Worthwhile
37.43,,2016/17*,E06000039,,,,,9-10 ,,Worthwhile
4.82,,2011/12,E06000045,,,,,0-4,,Worthwhile
17.04,,2011/12,E06000045,,,,, 5-6 ,,Worthwhile
47.98,,2011/12,E06000045,,,,,7-8  ,,Worthwhile
30.16,,2011/12,E06000045,,,,,9-10 ,,Worthwhile
3.76,,2012/13*,E06000045,,,,,0-4,,Worthwhile
18.05,,2012/13*,E06000045,,,,, 5-6 ,,Worthwhile
51.34,,2012/13*,E06000045,,,,,7-8  ,,Worthwhile
26.85,,2012/13*,E06000045,,,,,9-10 ,,Worthwhile
3.75,,2013/14*,E06000045,,,,,0-4,,Worthwhile
18.06,,2013/14*,E06000045,,,,, 5-6 ,,Worthwhile
49.76,,2013/14*,E06000045,,,,,7-8  ,,Worthwhile
28.43,,2013/14*,E06000045,,,,,9-10 ,,Worthwhile
3.22,,2014/15*,E06000045,,,,,0-4,,Worthwhile
12.09,,2014/15*,E06000045,,,,, 5-6 ,,Worthwhile
50.74,,2014/15*,E06000045,,,,,7-8  ,,Worthwhile
33.95,,2014/15*,E06000045,,,,,9-10 ,,Worthwhile
4.2,,2015/16*,E06000045,,,,,0-4,,Worthwhile
12.79,,2015/16*,E06000045,,,,, 5-6 ,,Worthwhile
54.5,,2015/16*,E06000045,,,,,7-8  ,,Worthwhile
28.5,,2015/16*,E06000045,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000045,,,x,,0-4,,Worthwhile
16.6,,2016/17*,E06000045,,,,, 5-6 ,,Worthwhile
48.55,,2016/17*,E06000045,,,,,7-8  ,,Worthwhile
31.69,,2016/17*,E06000045,,,,,9-10 ,,Worthwhile
,,2011/12,E06000037,,,x,,0-4,,Worthwhile
12.55,,2011/12,E06000037,,,,, 5-6 ,,Worthwhile
54.32,,2011/12,E06000037,,,,,7-8  ,,Worthwhile
30.25,,2011/12,E06000037,,,,,9-10 ,,Worthwhile
3.18,,2012/13*,E06000037,,,,,0-4,,Worthwhile
12.27,,2012/13*,E06000037,,,,, 5-6 ,,Worthwhile
52.65,,2012/13*,E06000037,,,,,7-8  ,,Worthwhile
31.89,,2012/13*,E06000037,,,,,9-10 ,,Worthwhile
,,2013/14*,E06000037,,,x,,0-4,,Worthwhile
12.13,,2013/14*,E06000037,,,,, 5-6 ,,Worthwhile
50.38,,2013/14*,E06000037,,,,,7-8  ,,Worthwhile
33.63,,2013/14*,E06000037,,,,,9-10 ,,Worthwhile
,,2014/15*,E06000037,,,x,,0-4,,Worthwhile
10.51,,2014/15*,E06000037,,,,, 5-6 ,,Worthwhile
52.88,,2014/15*,E06000037,,,,,7-8  ,,Worthwhile
33.96,,2014/15*,E06000037,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000037,,,x,,0-4,,Worthwhile
11.02,,2015/16*,E06000037,,,,, 5-6 ,,Worthwhile
50.58,,2015/16*,E06000037,,,,,7-8  ,,Worthwhile
36.13,,2015/16*,E06000037,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000037,,,x,,0-4,,Worthwhile
9.83,,2016/17*,E06000037,,,,, 5-6 ,,Worthwhile
46.53,,2016/17*,E06000037,,,,,7-8  ,,Worthwhile
40.11,,2016/17*,E06000037,,,,,9-10 ,,Worthwhile
,,2011/12,E06000040,,,x,,0-4,,Worthwhile
12.98,,2011/12,E06000040,,,,, 5-6 ,,Worthwhile
51.75,,2011/12,E06000040,,,,,7-8  ,,Worthwhile
31.96,,2011/12,E06000040,,,,,9-10 ,,Worthwhile
,,2012/13*,E06000040,,,x,,0-4,,Worthwhile
12.44,,2012/13*,E06000040,,,,, 5-6 ,,Worthwhile
49.45,,2012/13*,E06000040,,,,,7-8  ,,Worthwhile
34.75,,2012/13*,E06000040,,,,,9-10 ,,Worthwhile
,,2013/14*,E06000040,,,x,,0-4,,Worthwhile
10.85,,2013/14*,E06000040,,,,, 5-6 ,,Worthwhile
55.24,,2013/14*,E06000040,,,,,7-8  ,,Worthwhile
31.36,,2013/14*,E06000040,,,,,9-10 ,,Worthwhile
3.21,,2014/15*,E06000040,,,,,0-4,,Worthwhile
11.53,,2014/15*,E06000040,,,,, 5-6 ,,Worthwhile
52.06,,2014/15*,E06000040,,,,,7-8  ,,Worthwhile
33.2,,2014/15*,E06000040,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000040,,,x,,0-4,,Worthwhile
11.41,,2015/16*,E06000040,,,,, 5-6 ,,Worthwhile
47.97,,2015/16*,E06000040,,,,,7-8  ,,Worthwhile
38.35,,2015/16*,E06000040,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000040,,,x,,0-4,,Worthwhile
11.03,,2016/17*,E06000040,,,,, 5-6 ,,Worthwhile
51.3,,2016/17*,E06000040,,,,,7-8  ,,Worthwhile
34.79,,2016/17*,E06000040,,,,,9-10 ,,Worthwhile
,,2011/12,E06000041,,,x,,0-4,,Worthwhile
12.24,,2011/12,E06000041,,,,, 5-6 ,,Worthwhile
52.98,,2011/12,E06000041,,,,,7-8  ,,Worthwhile
31.78,,2011/12,E06000041,,,,,9-10 ,,Worthwhile
,,2012/13*,E06000041,,,x,,0-4,,Worthwhile
12.61,,2012/13*,E06000041,,,,, 5-6 ,,Worthwhile
50.95,,2012/13*,E06000041,,,,,7-8  ,,Worthwhile
33.56,,2012/13*,E06000041,,,,,9-10 ,,Worthwhile
,,2013/14*,E06000041,,,x,,0-4,,Worthwhile
9.01,,2013/14*,E06000041,,,,, 5-6 ,,Worthwhile
58.84,,2013/14*,E06000041,,,,,7-8  ,,Worthwhile
29.58,,2013/14*,E06000041,,,,,9-10 ,,Worthwhile
,,2014/15*,E06000041,,,x,,0-4,,Worthwhile
11.1,,2014/15*,E06000041,,,,, 5-6 ,,Worthwhile
53.27,,2014/15*,E06000041,,,,,7-8  ,,Worthwhile
33.77,,2014/15*,E06000041,,,,,9-10 ,,Worthwhile
,,2015/16*,E06000041,,,x,,0-4,,Worthwhile
12.36,,2015/16*,E06000041,,,,, 5-6 ,,Worthwhile
50.67,,2015/16*,E06000041,,,,,7-8  ,,Worthwhile
34.44,,2015/16*,E06000041,,,,,9-10 ,,Worthwhile
,,2016/17*,E06000041,,,x,,0-4,,Worthwhile
10.14,,2016/17*,E06000041,,,,, 5-6 ,,Worthwhile
50.82,,2016/17*,E06000041,,,,,7-8  ,,Worthwhile
36.88,,2016/17*,E06000041,,,,,9-10 ,,Worthwhile
3.57,,2011/12,E10000002,,,,,0-4,,Worthwhile
13.56,,2011/12,E10000002,,,,, 5-6 ,,Worthwhile
52.23,,2011/12,E10000002,,,,,7-8  ,,Worthwhile
30.64,,2011/12,E10000002,,,,,9-10 ,,Worthwhile
,,2012/13*,E10000002,,,x,,0-4,,Worthwhile
12.03,,2012/13*,E10000002,,,,, 5-6 ,,Worthwhile
51.87,,2012/13*,E10000002,,,,,7-8  ,,Worthwhile
33.02,,2012/13*,E10000002,,,,,9-10 ,,Worthwhile
3.88,,2013/14*,E10000002,,,,,0-4,,Worthwhile
13.84,,2013/14*,E10000002,,,,, 5-6 ,,Worthwhile
52.01,,2013/14*,E10000002,,,,,7-8  ,,Worthwhile
30.26,,2013/14*,E10000002,,,,,9-10 ,,Worthwhile
,,2014/15*,E10000002,,,x,,0-4,,Worthwhile
8.67,,2014/15*,E10000002,,,,, 5-6 ,,Worthwhile
54.65,,2014/15*,E10000002,,,,,7-8  ,,Worthwhile
35.04,,2014/15*,E10000002,,,,,9-10 ,,Worthwhile
,,2015/16*,E10000002,,,x,,0-4,,Worthwhile
10.58,,2015/16*,E10000002,,,,, 5-6 ,,Worthwhile
49.98,,2015/16*,E10000002,,,,,7-8  ,,Worthwhile
36.94,,2015/16*,E10000002,,,,,9-10 ,,Worthwhile
,,2016/17*,E10000002,,,x,,0-4,,Worthwhile
9.32,,2016/17*,E10000002,,,,, 5-6 ,,Worthwhile
49.2,,2016/17*,E10000002,,,,,7-8  ,,Worthwhile
38.49,,2016/17*,E10000002,,,,,9-10 ,,Worthwhile
,,2011/12,E07000004,,,x,,0-4,,Worthwhile
17.37,,2011/12,E07000004,,,,, 5-6 ,,Worthwhile
52.35,,2011/12,E07000004,,,,,7-8  ,,Worthwhile
28.25,,2011/12,E07000004,,,,,9-10 ,,Worthwhile
,,2012/13*,E07000004,,,x,,0-4,,Worthwhile
11.63,,2012/13*,E07000004,,,,, 5-6 ,,Worthwhile
52.68,,2012/13*,E07000004,,,,,7-8  ,,Worthwhile
32.69,,2012/13*,E07000004,,,,,9-10 ,,Worthwhile
,,2013/14*,E07000004,,,x,,0-4,,Worthwhile
12.16,,2013/14*,E07000004,,,,, 5-6 ,,Worthwhile
